VCC	3.3	Max ADC	4096	Pull Down	10000	Thermistor	10000				
ADC Value (0-4096)	Ratio	Voltage	Thermistor Resistance	Temperature (K)	Temperature (C)						
0	0	0	0	#NUM!	#NUM!						
1788	0.4365234375	1.440527344	7746.967071	304.08	30.93						
1792	0.4375	1.44375	7777.777778	303.99	30.84						
1796	0.4384765625	1.446972656	7808.695652	303.90	30.75						
1800	0.439453125	1.450195313	7839.721254	303.80	30.65						
1804	0.4404296875	1.453417969	7870.855148	303.71	30.56						
1808	0.44140625	1.456640625	7902.097902	303.62	30.47						
1812	0.4423828125	1.459863281	7933.450088	303.52	30.37						
1816	0.443359375	1.463085938	7964.912281	303.43	30.28						
1820	0.4443359375	1.466308594	7996.485062	303.34	30.19						
1824	0.4453125	1.46953125	8028.169014	303.24	30.09						
1828	0.4462890625	1.472753906	8059.964727	303.15	30.00						
1832	0.447265625	1.475976563	8091.872792	303.06	29.91						
1836	0.4482421875	1.479199219	8123.893805	302.96	29.81						
1840	0.44921875	1.482421875	8156.028369	302.87	29.72						
1844	0.4501953125	1.485644531	8188.277087	302.78	29.63						
1848	0.451171875	1.488867188	8220.640569	302.69	29.54						
1852	0.4521484375	1.492089844	8253.11943	302.59	29.44						
1856	0.453125	1.4953125	8285.714286	302.50	29.35						
1860	0.4541015625	1.498535156	8318.42576	302.41	29.26						
1864	0.455078125	1.501757813	8351.25448	302.32	29.17						
1868	0.4560546875	1.504980469	8384.201077	302.22	29.07						
1872	0.45703125	1.508203125	8417.266187	302.13	28.98						
1876	0.4580078125	1.511425781	8450.45045	302.04	28.89						
1880	0.458984375	1.514648438	8483.754513	301.95	28.80						
1884	0.4599609375	1.517871094	8517.179024	301.86	28.71						
1888	0.4609375	1.52109375	8550.724638	301.77	28.62						
1892	0.4619140625	1.524316406	8584.392015	301.67	28.52						
1896	0.462890625	1.527539063	8618.181818	301.58	28.43						
1900	0.4638671875	1.530761719	8652.094718	301.49	28.34						
1904	0.46484375	1.533984375	8686.131387	301.40	28.25						
1908	0.4658203125	1.537207031	8720.292505	301.31	28.16						
1912	0.466796875	1.540429688	8754.578755	301.22	28.07						
1916	0.4677734375	1.543652344	8788.990826	301.13	27.98						
1920	0.46875	1.546875	8823.529412	301.03	27.88						
1924	0.4697265625	1.550097656	8858.195212	300.94	27.79						
1928	0.470703125	1.553320313	8892.98893	300.85	27.70						
1932	0.4716796875	1.556542969	8927.911275	300.76	27.61						
1936	0.47265625	1.559765625	8962.962963	300.67	27.52						
1940	0.4736328125	1.562988281	8998.144712	300.58	27.43						
1944	0.474609375	1.566210938	9033.457249	300.49	27.34						
1948	0.4755859375	1.569433594	9068.901304	300.40	27.25						
1952	0.4765625	1.57265625	9104.477612	300.31	27.16						
1956	0.4775390625	1.575878906	9140.186916	300.22	27.07						
1960	0.478515625	1.579101563	9176.029963	300.13	26.98						
1964	0.4794921875	1.582324219	9212.007505	300.04	26.89						
1968	0.48046875	1.585546875	9248.120301	299.95	26.80						
1972	0.4814453125	1.588769531	9284.369115	299.86	26.71						
1976	0.482421875	1.591992188	9320.754717	299.76	26.61						
1980	0.4833984375	1.595214844	9357.277883	299.67	26.52						
1984	0.484375	1.5984375	9393.939394	299.58	26.43						
1988	0.4853515625	1.601660156	9430.740038	299.49	26.34						
1992	0.486328125	1.604882813	9467.680608	299.40	26.25						
1996	0.4873046875	1.608105469	9504.761905	299.31	26.16						
2000	0.48828125	1.611328125	9541.984733	299.22	26.07						
2004	0.4892578125	1.614550781	9579.349904	299.13	25.98						
2008	0.490234375	1.617773438	9616.858238	299.05	25.90						
2012	0.4912109375	1.620996094	9654.510557	298.96	25.81						
2016	0.4921875	1.62421875	9692.307692	298.87	25.72						
2020	0.4931640625	1.627441406	9730.250482	298.78	25.63						
2024	0.494140625	1.630664063	9768.339768	298.69	25.54						
2028	0.4951171875	1.633886719	9806.576402	298.60	25.45						
2032	0.49609375	1.637109375	9844.96124	298.51	25.36						
2036	0.4970703125	1.640332031	9883.495146	298.42	25.27						
2040	0.498046875	1.643554688	9922.178988	298.33	25.18						
2044	0.4990234375	1.646777344	9961.013645	298.24	25.09						
2048	0.5	1.65	10000	298.15	25.00						
2052	0.5009765625	1.653222656	10039.13894	298.06	24.91						
2056	0.501953125	1.656445313	10078.43137	297.97	24.82						
2060	0.5029296875	1.659667969	10117.87819	297.88	24.73						
2064	0.50390625	1.662890625	10157.48031	297.79	24.64						
2068	0.5048828125	1.666113281	10197.23866	297.70	24.55						
2072	0.505859375	1.669335938	10237.15415	297.62	24.47						
2076	0.5068359375	1.672558594	10277.22772	297.53	24.38						
2080	0.5078125	1.67578125	10317.46032	297.44	24.29						
2084	0.5087890625	1.679003906	10357.85288	297.35	24.20						
2088	0.509765625	1.682226563	10398.40637	297.26	24.11						
2092	0.5107421875	1.685449219	10439.12176	297.17	24.02						
2096	0.51171875	1.688671875	10480	297.08	23.93						
2100	0.5126953125	1.691894531	10521.04208	296.99	23.84						
2104	0.513671875	1.695117188	10562.249	296.90	23.75						
2108	0.5146484375	1.698339844	10603.62173	296.82	23.67						
2112	0.515625	1.7015625	10645.16129	296.73	23.58						
2116	0.5166015625	1.704785156	10686.86869	296.64	23.49						
2120	0.517578125	1.708007813	10728.74494	296.55	23.40						
2124	0.5185546875	1.711230469	10770.79108	296.46	23.31						
2128	0.51953125	1.714453125	10813.00813	296.37	23.22						
2132	0.5205078125	1.717675781	10855.39715	296.28	23.13						
2136	0.521484375	1.720898438	10897.95918	296.20	23.05						
2140	0.5224609375	1.724121094	10940.6953	296.11	22.96						
2144	0.5234375	1.72734375	10983.60656	296.02	22.87						
2148	0.5244140625	1.730566406	11026.69405	295.93	22.78						
2152	0.525390625	1.733789063	11069.95885	295.84	22.69						
2156	0.5263671875	1.737011719	11113.40206	295.75	22.60						
2160	0.52734375	1.740234375	11157.02479	295.67	22.52						
2164	0.5283203125	1.743457031	11200.82816	295.58	22.43						
2168	0.529296875	1.746679688	11244.81328	295.49	22.34						
2172	0.5302734375	1.749902344	11288.98129	295.40	22.25						
2176	0.53125	1.753125	11333.33333	295.31	22.16						
2180	0.5322265625	1.756347656	11377.87056	295.23	22.08						
2184	0.533203125	1.759570313	11422.59414	295.14	21.99						
2188	0.5341796875	1.762792969	11467.50524	295.05	21.90						
2192	0.53515625	1.766015625	11512.60504	294.96	21.81						
2196	0.5361328125	1.769238281	11557.89474	294.87	21.72						
2200	0.537109375	1.772460938	11603.37553	294.79	21.64						
2204	0.5380859375	1.775683594	11649.04863	294.70	21.55						
2208	0.5390625	1.77890625	11694.91525	294.61	21.46						
2212	0.5400390625	1.782128906	11740.97665	294.52	21.37						
2216	0.541015625	1.785351563	11787.23404	294.43	21.28						
2220	0.5419921875	1.788574219	11833.6887	294.35	21.20						
2224	0.54296875	1.791796875	11880.34188	294.26	21.11						
2228	0.5439453125	1.795019531	11927.19486	294.17	21.02						
2232	0.544921875	1.798242188	11974.24893	294.08	20.93						
2236	0.5458984375	1.801464844	12021.50538	293.99	20.84						
2240	0.546875	1.8046875	12068.96552	293.91	20.76						
2244	0.5478515625	1.807910156	12116.63067	293.82	20.67						
2248	0.548828125	1.811132813	12164.50216	293.73	20.58						
2252	0.5498046875	1.814355469	12212.58134	293.64	20.49						
2256	0.55078125	1.817578125	12260.86957	293.55	20.40						
2260	0.5517578125	1.820800781	12309.36819	293.47	20.32						
2264	0.552734375	1.824023438	12358.0786	293.38	20.23						
2268	0.5537109375	1.827246094	12407.00219	293.29	20.14						
2272	0.5546875	1.83046875	12456.14035	293.20	20.05						
2276	0.5556640625	1.833691406	12505.49451	293.12	19.97						
2280	0.556640625	1.836914063	12555.06608	293.03	19.88						
2284	0.5576171875	1.840136719	12604.85651	292.94	19.79						
2288	0.55859375	1.843359375	12654.86726	292.85	19.70						
2292	0.5595703125	1.846582031	12705.09978	292.77	19.62						
2296	0.560546875	1.849804688	12755.55556	292.68	19.53						
2300	0.5615234375	1.853027344	12806.23608	292.59	19.44						
2304	0.5625	1.85625	12857.14286	292.50	19.35						
2308	0.5634765625	1.859472656	12908.2774	292.41	19.26						
2312	0.564453125	1.862695313	12959.64126	292.33	19.18						
2316	0.5654296875	1.865917969	13011.23596	292.24	19.09						
2320	0.56640625	1.869140625	13063.06306	292.15	19.00						
2324	0.5673828125	1.872363281	13115.12415	292.06	18.91						
2328	0.568359375	1.875585938	13167.42081	291.98	18.83						
2332	0.5693359375	1.878808594	13219.95465	291.89	18.74						
2336	0.5703125	1.88203125	13272.72727	291.80	18.65						
2340	0.5712890625	1.885253906	13325.74032	291.71	18.56						
2344	0.572265625	1.888476563	13378.99543	291.62	18.47						
2348	0.5732421875	1.891699219	13432.49428	291.54	18.39						
2352	0.57421875	1.894921875	13486.23853	291.45	18.30						
2356	0.5751953125	1.898144531	13540.22989	291.36	18.21						
2360	0.576171875	1.901367188	13594.47005	291.27	18.12						
2364	0.5771484375	1.904589844	13648.96074	291.19	18.04						
2368	0.578125	1.9078125	13703.7037	291.10	17.95						
2372	0.5791015625	1.911035156	13758.7007	291.01	17.86						
2376	0.580078125	1.914257813	13813.95349	290.92	17.77						
2380	0.5810546875	1.917480469	13869.46387	290.83	17.68						
2384	0.58203125	1.920703125	13925.23364	290.75	17.60						
2388	0.5830078125	1.923925781	13981.26464	290.66	17.51						
2392	0.583984375	1.927148438	14037.55869	290.57	17.42						
2396	0.5849609375	1.930371094	14094.11765	290.48	17.33						
2400	0.5859375	1.93359375	14150.9434	290.40	17.25						
2404	0.5869140625	1.936816406	14208.03783	290.31	17.16						
2408	0.587890625	1.940039063	14265.40284	290.22	17.07						
2412	0.5888671875	1.943261719	14323.04038	290.13	16.98						
2416	0.58984375	1.946484375	14380.95238	290.04	16.89						
2420	0.5908203125	1.949707031	14439.14081	289.96	16.81						
2424	0.591796875	1.952929688	14497.60766	289.87	16.72						
2428	0.5927734375	1.956152344	14556.35492	289.78	16.63						
2432	0.59375	1.959375	14615.38462	289.69	16.54						
2436	0.5947265625	1.962597656	14674.6988	289.60	16.45						
2440	0.595703125	1.965820313	14734.29952	289.52	16.37						
2444	0.5966796875	1.969042969	14794.18886	289.43	16.28						
2448	0.59765625	1.972265625	14854.36893	289.34	16.19						
2452	0.5986328125	1.975488281	14914.84185	289.25	16.10						
2456	0.599609375	1.978710938	14975.60976	289.16	16.01						
2460	0.6005859375	1.981933594	15036.67482	289.08	15.93						
2464	0.6015625	1.98515625	15098.03922	288.99	15.84						
2468	0.6025390625	1.988378906	15159.70516	288.90	15.75						
2472	0.603515625	1.991601563	15221.67488	288.81	15.66						
2476	0.6044921875	1.994824219	15283.95062	288.72	15.57						
2480	0.60546875	1.998046875	15346.53465	288.63	15.48						
2484	0.6064453125	2.001269531	15409.42928	288.55	15.40						
2488	0.607421875	2.004492188	15472.63682	288.46	15.31						
2492	0.6083984375	2.007714844	15536.1596	288.37	15.22						
2496	0.609375	2.0109375	15600	288.28	15.13						
2500	0.6103515625	2.014160156	15664.1604	288.19	15.04						
2504	0.611328125	2.017382813	15728.64322	288.10	14.95						
2508	0.6123046875	2.020605469	15793.45088	288.02	14.87						
2512	0.61328125	2.023828125	15858.58586	287.93	14.78						
2516	0.6142578125	2.027050781	15924.05063	287.84	14.69						
2520	0.615234375	2.030273438	15989.84772	287.75	14.60						
2524	0.6162109375	2.033496094	16055.97964	287.66	14.51						
2528	0.6171875	2.03671875	16122.44898	287.57	14.42						
2532	0.6181640625	2.039941406	16189.25831	287.48	14.33						
2536	0.619140625	2.043164063	16256.41026	287.39	14.24						
2540	0.6201171875	2.046386719	16323.90746	287.31	14.16						
2544	0.62109375	2.049609375	16391.75258	287.22	14.07						
2548	0.6220703125	2.052832031	16459.94832	287.13	13.98						
2552	0.623046875	2.056054688	16528.49741	287.04	13.89						
2556	0.6240234375	2.059277344	16597.4026	286.95	13.80						
2560	0.625	2.0625	16666.66667	286.86	13.71						
2564	0.6259765625	2.065722656	16736.29243	286.77	13.62						
2568	0.626953125	2.068945313	16806.28272	286.68	13.53						
2572	0.6279296875	2.072167969	16876.64042	286.59	13.44						
2576	0.62890625	2.075390625	16947.36842	286.50	13.35						
2580	0.6298828125	2.078613281	17018.46966	286.42	13.27						
2584	0.630859375	2.081835938	17089.94709	286.33	13.18						
2588	0.6318359375	2.085058594	17161.80371	286.24	13.09						
2592	0.6328125	2.08828125	17234.04255	286.15	13.00						
2596	0.6337890625	2.091503906	17306.66667	286.06	12.91						
2600	0.634765625	2.094726563	17379.67914	285.97	12.82						
2604	0.6357421875	2.097949219	17453.08311	285.88	12.73						
2608	0.63671875	2.101171875	17526.88172	285.79	12.64						
2612	0.6376953125	2.104394531	17601.07817	285.70	12.55						
2616	0.638671875	2.107617188	17675.67568	285.61	12.46						
2620	0.6396484375	2.110839844	17750.67751	285.52	12.37						
2624	0.640625	2.1140625	17826.08696	285.43	12.28						
2628	0.6416015625	2.117285156	17901.90736	285.34	12.19						
2632	0.642578125	2.120507813	17978.14208	285.25	12.10						
2636	0.6435546875	2.123730469	18054.79452	285.16	12.01						
2640	0.64453125	2.126953125	18131.86813	285.07	11.92						
2644	0.6455078125	2.130175781	18209.36639	284.98	11.83						
2648	0.646484375	2.133398438	18287.29282	284.89	11.74						
2652	0.6474609375	2.136621094	18365.65097	284.80	11.65						
2656	0.6484375	2.13984375	18444.44444	284.71	11.56						
2660	0.6494140625	2.143066406	18523.67688	284.62	11.47						
2664	0.650390625	2.146289063	18603.35196	284.53	11.38						
2668	0.6513671875	2.149511719	18683.47339	284.44	11.29						
2672	0.65234375	2.152734375	18764.04494	284.35	11.20						
2676	0.6533203125	2.155957031	18845.07042	284.26	11.11						
2680	0.654296875	2.159179688	18926.55367	284.17	11.02						
2684	0.6552734375	2.162402344	19008.49858	284.07	10.92						
2688	0.65625	2.165625	19090.90909	283.98	10.83						
2692	0.6572265625	2.168847656	19173.78917	283.89	10.74						
2696	0.658203125	2.172070313	19257.14286	283.80	10.65						
2700	0.6591796875	2.175292969	19340.97421	283.71	10.56						
2704	0.66015625	2.178515625	19425.28736	283.62	10.47						
2708	0.6611328125	2.181738281	19510.08646	283.53	10.38						
2712	0.662109375	2.184960938	19595.37572	283.44	10.29						
2716	0.6630859375	2.188183594	19681.15942	283.35	10.20						
2720	0.6640625	2.19140625	19767.44186	283.25	10.10						
2724	0.6650390625	2.194628906	19854.22741	283.16	10.01						
2728	0.666015625	2.197851563	19941.52047	283.07	9.92						
2732	0.6669921875	2.201074219	20029.32551	282.98	9.83						
2736	0.66796875	2.204296875	20117.64706	282.89	9.74						
2740	0.6689453125	2.207519531	20206.48968	282.80	9.65						
2744	0.669921875	2.210742188	20295.85799	282.70	9.55						
2748	0.6708984375	2.213964844	20385.75668	282.61	9.46						
2752	0.671875	2.2171875	20476.19048	282.52	9.37						
2756	0.6728515625	2.220410156	20567.16418	282.43	9.28						
2760	0.673828125	2.223632813	20658.68263	282.33	9.18						
2764	0.6748046875	2.226855469	20750.75075	282.24	9.09						
2768	0.67578125	2.230078125	20843.37349	282.15	9.00						
2772	0.6767578125	2.233300781	20936.55589	282.06	8.91						
2776	0.677734375	2.236523438	21030.30303	281.96	8.81						
2780	0.6787109375	2.239746094	21124.62006	281.87	8.72						
2784	0.6796875	2.24296875	21219.5122	281.78	8.63						
2788	0.6806640625	2.246191406	21314.98471	281.69	8.54						
2792	0.681640625	2.249414063	21411.04294	281.59	8.44						
2796	0.6826171875	2.252636719	21507.69231	281.50	8.35						
2800	0.68359375	2.255859375	21604.93827	281.41	8.26						
2804	0.6845703125	2.259082031	21702.78638	281.31	8.16						
2808	0.685546875	2.262304688	21801.24224	281.22	8.07						
2812	0.6865234375	2.265527344	21900.31153	281.13	7.98						
2816	0.6875	2.26875	22000	281.03	7.88						
2820	0.6884765625	2.271972656	22100.31348	280.94	7.79						
2824	0.689453125	2.275195313	22201.25786	280.84	7.69						
2828	0.6904296875	2.278417969	22302.83912	280.75	7.60						
2832	0.69140625	2.281640625	22405.06329	280.66	7.51						
2836	0.6923828125	2.284863281	22507.93651	280.56	7.41						
2840	0.693359375	2.288085938	22611.46497	280.47	7.32						
2844	0.6943359375	2.291308594	22715.65495	280.37	7.22						
2848	0.6953125	2.29453125	22820.51282	280.28	7.13						
2852	0.6962890625	2.297753906	22926.04502	280.18	7.03						
2856	0.697265625	2.300976563	23032.25806	280.09	6.94						
2860	0.6982421875	2.304199219	23139.15858	279.99	6.84						
2864	0.69921875	2.307421875	23246.75325	279.90	6.75						
2868	0.7001953125	2.310644531	23355.04886	279.80	6.65						
2872	0.701171875	2.313867188	23464.05229	279.71	6.56						
2876	0.7021484375	2.317089844	23573.77049	279.61	6.46						
2880	0.703125	2.3203125	23684.21053	279.52	6.37						
2884	0.7041015625	2.323535156	23795.37954	279.42	6.27						
2888	0.705078125	2.326757813	23907.28477	279.33	6.18						
2892	0.7060546875	2.329980469	24019.93355	279.23	6.08						
2896	0.70703125	2.333203125	24133.33333	279.13	5.98						
2900	0.7080078125	2.336425781	24247.49164	279.04	5.89						
2904	0.708984375	2.339648438	24362.41611	278.94	5.79						
2908	0.7099609375	2.342871094	24478.11448	278.84	5.69						
2912	0.7109375	2.34609375	24594.59459	278.75	5.60						
2916	0.7119140625	2.349316406	24711.86441	278.65	5.50						
2920	0.712890625	2.352539063	24829.93197	278.55	5.40						
2924	0.7138671875	2.355761719	24948.80546	278.46	5.31						
2928	0.71484375	2.358984375	25068.49315	278.36	5.21						
2932	0.7158203125	2.362207031	25189.00344	278.26	5.11						
2936	0.716796875	2.365429688	25310.34483	278.17	5.02						
2940	0.7177734375	2.368652344	25432.52595	278.07	4.92						
2944	0.71875	2.371875	25555.55556	277.97	4.82						
2948	0.7197265625	2.375097656	25679.44251	277.87	4.72						
2952	0.720703125	2.378320313	25804.1958	277.77	4.62						
2956	0.7216796875	2.381542969	25929.82456	277.68	4.53						
2960	0.72265625	2.384765625	26056.33803	277.58	4.43						
2964	0.7236328125	2.387988281	26183.74558	277.48	4.33						
2968	0.724609375	2.391210938	26312.05674	277.38	4.23						
2972	0.7255859375	2.394433594	26441.28114	277.28	4.13						
2976	0.7265625	2.39765625	26571.42857	277.18	4.03						
2980	0.7275390625	2.400878906	26702.50896	277.08	3.93						
2984	0.728515625	2.404101563	26834.53237	276.99	3.84						
2988	0.7294921875	2.407324219	26967.50903	276.89	3.74						
2992	0.73046875	2.410546875	27101.44928	276.79	3.64						
2996	0.7314453125	2.413769531	27236.36364	276.69	3.54						
3000	0.732421875	2.416992188	27372.26277	276.59	3.44						
3004	0.7333984375	2.420214844	27509.15751	276.49	3.34						
3008	0.734375	2.4234375	27647.05882	276.39	3.24						
3012	0.7353515625	2.426660156	27785.97786	276.29	3.14						
3016	0.736328125	2.429882813	27925.92593	276.19	3.04						
3020	0.7373046875	2.433105469	28066.9145	276.08	2.93						
3024	0.73828125	2.436328125	28208.95522	275.98	2.83						
3028	0.7392578125	2.439550781	28352.05993	275.88	2.73						
3032	0.740234375	2.442773438	28496.2406	275.78	2.63						
3036	0.7412109375	2.445996094	28641.50943	275.68	2.53						
3040	0.7421875	2.44921875	28787.87879	275.58	2.43						
3044	0.7431640625	2.452441406	28935.36122	275.48	2.33						
3048	0.744140625	2.455664063	29083.96947	275.37	2.22						
3052	0.7451171875	2.458886719	29233.71648	275.27	2.12						
3056	0.74609375	2.462109375	29384.61538	275.17	2.02						
3060	0.7470703125	2.465332031	29536.67954	275.07	1.92						
3064	0.748046875	2.468554688	29689.92248	274.96	1.81						
3068	0.7490234375	2.471777344	29844.35798	274.86	1.71						
3072	0.75	2.475	30000	274.76	1.61						
3076	0.7509765625	2.478222656	30156.86275	274.65	1.50						
3080	0.751953125	2.481445313	30314.96063	274.55	1.40						
3084	0.7529296875	2.484667969	30474.3083	274.45	1.30						
3088	0.75390625	2.487890625	30634.92063	274.34	1.19						
3092	0.7548828125	2.491113281	30796.81275	274.24	1.09						
3096	0.755859375	2.494335938	30960	274.13	0.98						
3100	0.7568359375	2.497558594	31124.49799	274.03	0.88						
3104	0.7578125	2.50078125	31290.32258	273.92	0.77						
3108	0.7587890625	2.504003906	31457.48988	273.82	0.67						
3112	0.759765625	2.507226563	31626.01626	273.71	0.56						
3116	0.7607421875	2.510449219	31795.91837	273.61	0.46						
3120	0.76171875	2.513671875	31967.21311	273.50	0.35						
3124	0.7626953125	2.516894531	32139.9177	273.40	0.25						
3128	0.763671875	2.520117188	32314.04959	273.29	0.14						
3132	0.7646484375	2.523339844	32489.62656	273.18	0.03						
3136	0.765625	2.5265625	32666.66667	273.08	-0.07						
3140	0.7666015625	2.529785156	32845.18828	272.97	-0.18						
3144	0.767578125	2.533007813	33025.21008	272.86	-0.29						
3148	0.7685546875	2.536230469	33206.75105	272.76	-0.39						
3152	0.76953125	2.539453125	33389.83051	272.65	-0.50						
3156	0.7705078125	2.542675781	33574.46809	272.54	-0.61						
3160	0.771484375	2.545898438	33760.68376	272.43	-0.72						
3164	0.7724609375	2.549121094	33948.49785	272.32	-0.83						
3168	0.7734375	2.55234375	34137.93103	272.21	-0.94						
3172	0.7744140625	2.555566406	34329.00433	272.11	-1.04						
3176	0.775390625	2.558789063	34521.73913	272.00	-1.15						
3180	0.7763671875	2.562011719	34716.15721	271.89	-1.26						
3184	0.77734375	2.565234375	34912.2807	271.78	-1.37						
3188	0.7783203125	2.568457031	35110.13216	271.67	-1.48						
3192	0.779296875	2.571679688	35309.73451	271.56	-1.59						
3196	0.7802734375	2.574902344	35511.11111	271.45	-1.70						
3200	0.78125	2.578125	35714.28571	271.34	-1.81						
3204	0.7822265625	2.581347656	35919.28251	271.22	-1.93						
3208	0.783203125	2.584570313	36126.12613	271.11	-2.04						
3212	0.7841796875	2.587792969	36334.84163	271.00	-2.15						
3216	0.78515625	2.591015625	36545.45455	270.89	-2.26						
3220	0.7861328125	2.594238281	36757.99087	270.78	-2.37						
3224	0.787109375	2.597460938	36972.47706	270.66	-2.49						
3228	0.7880859375	2.600683594	37188.94009	270.55	-2.60						
3232	0.7890625	2.60390625	37407.40741	270.44	-2.71						
3236	0.7900390625	2.607128906	37627.90698	270.33	-2.82						
3240	0.791015625	2.610351563	37850.46729	270.21	-2.94						
3244	0.7919921875	2.613574219	38075.11737	270.10	-3.05						
3248	0.79296875	2.616796875	38301.88679	269.98	-3.17						
3252	0.7939453125	2.620019531	38530.80569	269.87	-3.28						
3256	0.794921875	2.623242188	38761.90476	269.75	-3.40						
3260	0.7958984375	2.626464844	38995.21531	269.64	-3.51						
3264	0.796875	2.6296875	39230.76923	269.52	-3.63						
3268	0.7978515625	2.632910156	39468.59903	269.41	-3.74						
3272	0.798828125	2.636132813	39708.73786	269.29	-3.86						
3276	0.7998046875	2.639355469	39951.21951	269.17	-3.98						
3280	0.80078125	2.642578125	40196.07843	269.06	-4.09						
3284	0.8017578125	2.645800781	40443.34975	268.94	-4.21						
3288	0.802734375	2.649023438	40693.06931	268.82	-4.33						
3292	0.8037109375	2.652246094	40945.27363	268.70	-4.45						
3296	0.8046875	2.65546875	41200	268.59	-4.56						
3300	0.8056640625	2.658691406	41457.28643	268.47	-4.68						
3304	0.806640625	2.661914063	41717.17172	268.35	-4.80						
3308	0.8076171875	2.665136719	41979.69543	268.23	-4.92						
3312	0.80859375	2.668359375	42244.89796	268.11	-5.04						
3316	0.8095703125	2.671582031	42512.82051	267.99	-5.16						
3320	0.810546875	2.674804688	42783.50515	267.87	-5.28						
3324	0.8115234375	2.678027344	43056.99482	267.75	-5.40						
3328	0.8125	2.68125	43333.33333	267.63	-5.52						
3332	0.8134765625	2.684472656	43612.56545	267.50	-5.65						
3336	0.814453125	2.687695313	43894.73684	267.38	-5.77						
3340	0.8154296875	2.690917969	44179.89418	267.26	-5.89						
3344	0.81640625	2.694140625	44468.08511	267.14	-6.01						
3348	0.8173828125	2.697363281	44759.35829	267.01	-6.14						
3352	0.818359375	2.700585938	45053.76344	266.89	-6.26						
3356	0.8193359375	2.703808594	45351.35135	266.76	-6.39						
3360	0.8203125	2.70703125	45652.17391	266.64	-6.51						
3364	0.8212890625	2.710253906	45956.28415	266.51	-6.64						
3368	0.822265625	2.713476563	46263.73626	266.39	-6.76						
3372	0.8232421875	2.716699219	46574.58564	266.26	-6.89						
3376	0.82421875	2.719921875	46888.88889	266.14	-7.01						
3380	0.8251953125	2.723144531	47206.70391	266.01	-7.14						
3384	0.826171875	2.726367188	47528.08989	265.88	-7.27						
3388	0.8271484375	2.729589844	47853.10734	265.76	-7.39						
3392	0.828125	2.7328125	48181.81818	265.63	-7.52						
3396	0.8291015625	2.736035156	48514.28571	265.50	-7.65						
3400	0.830078125	2.739257813	48850.57471	265.37	-7.78						
3404	0.8310546875	2.742480469	49190.75145	265.24	-7.91						
3408	0.83203125	2.745703125	49534.88372	265.11	-8.04						
3412	0.8330078125	2.748925781	49883.04094	264.98	-8.17						
3416	0.833984375	2.752148438	50235.29412	264.85	-8.30						
3420	0.8349609375	2.755371094	50591.71598	264.72	-8.43						
3424	0.8359375	2.75859375	50952.38095	264.58	-8.57						
3428	0.8369140625	2.761816406	51317.36527	264.45	-8.70						
3432	0.837890625	2.765039063	51686.74699	264.32	-8.83						
3436	0.8388671875	2.768261719	52060.60606	264.18	-8.97						
3440	0.83984375	2.771484375	52439.02439	264.05	-9.10						
3444	0.8408203125	2.774707031	52822.08589	263.92	-9.23						
3448	0.841796875	2.777929688	53209.87654	263.78	-9.37						
3452	0.8427734375	2.781152344	53602.48447	263.64	-9.51						
3456	0.84375	2.784375	54000	263.51	-9.64						
3460	0.8447265625	2.787597656	54402.51572	263.37	-9.78						
3464	0.845703125	2.790820313	54810.12658	263.23	-9.92						
3468	0.8466796875	2.794042969	55222.92994	263.09	-10.06						
3472	0.84765625	2.797265625	55641.02564	262.96	-10.19						
3476	0.8486328125	2.800488281	56064.51613	262.82	-10.33						
3480	0.849609375	2.803710938	56493.50649	262.68	-10.47						
3484	0.8505859375	2.806933594	56928.10458	262.54	-10.61						
3488	0.8515625	2.81015625	57368.42105	262.39	-10.76						
3492	0.8525390625	2.813378906	57814.56954	262.25	-10.90						
3496	0.853515625	2.816601563	58266.66667	262.11	-11.04						
3500	0.8544921875	2.819824219	58724.83221	261.97	-11.18						
3504	0.85546875	2.823046875	59189.18919	261.82	-11.33						
3508	0.8564453125	2.826269531	59659.86395	261.68	-11.47						
3512	0.857421875	2.829492188	60136.9863	261.53	-11.62						
3516	0.8583984375	2.832714844	60620.68966	261.39	-11.76						
3520	0.859375	2.8359375	61111.11111	261.24	-11.91						
3524	0.8603515625	2.839160156	61608.39161	261.09	-12.06						
3528	0.861328125	2.842382813	62112.67606	260.95	-12.20						
3532	0.8623046875	2.845605469	62624.11348	260.80	-12.35						
3536	0.86328125	2.848828125	63142.85714	260.65	-12.50						
3540	0.8642578125	2.852050781	63669.06475	260.50	-12.65						
3544	0.865234375	2.855273438	64202.89855	260.35	-12.80						
3548	0.8662109375	2.858496094	64744.52555	260.19	-12.96						
3552	0.8671875	2.86171875	65294.11765	260.04	-13.11						
3556	0.8681640625	2.864941406	65851.85185	259.89	-13.26						
3560	0.869140625	2.868164063	66417.91045	259.73	-13.42						
3564	0.8701171875	2.871386719	66992.4812	259.58	-13.57						
3568	0.87109375	2.874609375	67575.75758	259.42	-13.73						
3572	0.8720703125	2.877832031	68167.93893	259.27	-13.88						
3576	0.873046875	2.881054688	68769.23077	259.11	-14.04						
3580	0.8740234375	2.884277344	69379.84496	258.95	-14.20						
3584	0.875	2.8875	70000	258.79	-14.36						
3588	0.8759765625	2.890722656	70629.92126	258.63	-14.52						
3592	0.876953125	2.893945313	71269.84127	258.47	-14.68						
3596	0.8779296875	2.897167969	71920	258.31	-14.84						
3600	0.87890625	2.900390625	72580.64516	258.14	-15.01						
